sample_key,step17_review_priority_score,step17_review_priority_tier,step17_review_reason,DOI,paper_title,sample_id,composition,material_system,n_or_p,n_or_p_basis,n_or_p_step6,n_or_p_basis_step6,n_or_p_confidence_step6,zt_obs_max_step14,zt_pred_max_step14,zt_calc_from_obs_max_step14,zt_pred_vs_obs_mape_step14,zt_pred_vs_calc_mape_step14,classification_case_step15,zt_error_analysis_category_step15,step17_check_additive,step17_check_structure,step17_check_np_type,step17_check_sintering,additive_auto_step9,additive_manual_step9,structure_auto_step9,structure_manual_step9,nanocarbon_keyword_detected_step9,nanocarbon_type_auto_step9,rare_metal_flag_auto_step9,toxicity_flag_auto_step9,sintering_method,sintering_checked,record_checked,source_files_step16,thresholds_in_high_zt_error_file_step15,manual_review_priority_score_step15,manual_review_priority_tier_step15,sintering_check_reason_step15,n_rows_step14,n_pf_eval_rows_step14,n_zt_calc_eval_rows_step14,n_zt_obs_eval_rows_step14,pf_mape_step14,pf_log_rmse_step14,zt_pred_vs_calc_log_rmse_step14,zt_pred_vs_obs_log_rmse_step14,zt_pred_vs_obs_quality_step14,zt_pred_vs_calc_quality_step14,SID,year,tau_eff_step12,tau_eff_unit_step12,tau_eff_mode_step12,fitting_source_actual_step10,needs_sintering_check_later_step14,pf_error_level_sample_step15,zt_obs_error_level_sample_step15,zt_calc_error_level_sample_step15,zt_error_direction_sample_step15,zt_error_analysis_note_step15,needs_manual_review_step15,needs_sintering_check_later_step15,pf_zt_problem_reason_step15,doi_url
10.1002_adfm.201502782__sample_26766,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1002/adfm.201502782,,26766,Ce0.25Co3.975Cr0.025Sb12,unknown,n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,1.189896,0.7042077156842516,0.715666454475293,,0.0160112839149945,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,12,1,1,0,0.0160112839149707,0.016140849388897,0.0161408493889218,,not_evaluated,excellent,146,,1.8787054270679684,relative_scale,empirical_group_baseline,,yes,excellent,not_available,excellent,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; insufficient ZT evaluation rows; manual review required; sintering check required later,https://doi.org/10.1002/adfm.201502782
10.1002_advs.201600035__sample_31641,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1002/advs.201600035,,31641,Fe1.03Nb0.75Ti0.25Sb,unknown,p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.188465,0.1354523089104669,0.2250152977745028,0.3767014613767785,0.3980306661362671,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,10,4,1,1,0.3407067449247803,0.4253625659052122,0.5075487753965164,0.4727296797501843,moderate,moderate,27925,,4.80064973405687,relative_scale,empirical_group_baseline,,yes,good,good,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1002/advs.201600035
10.1021_acsami.0c00873__sample_34365,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1021/acsami.0c00873,,34365,SnSeC0.05,unknown,p,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.188304,0.204963035695709,1.2115060557509842,0.7573699178450466,0.7650740381984216,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,11,10,3,2,1.1397198357793594,1.199860906587406,1.7348666051753694,1.789490870591354,poor,poor,28078,,0.0130531390254565,relative_scale,empirical_group_baseline,,yes,poor,moderate,moderate,under_predicted,high_zt_false_negative,yes,yes,large PF error; observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1021/acsami.0c00873
10.1063_1.3427427__sample_42740,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1063/1.3427427,,42740,Bi0.4Sb1.6Te3,unknown,p,"estimated from Seebeck sign: positive=7, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=7, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.18789,0.9467326945433272,0.8160536763636447,0.1530436885105632,0.1601353219337131,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,7,5,1,1,0.1465832117658472,0.1553079413540619,0.1485366551538012,0.142405131731744,excellent,excellent,34287,,1.489283021323233,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1063/1.3427427
10.1021_cm404115k__sample_15889,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1021/cm404115k,,15889,Ga7Sb2Te8Se2,unknown,p,"estimated from Seebeck sign: positive=16, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=16, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.187005,0.6314135596724081,1.1065531069868264,0.3984064075617513,0.4174294423182522,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,16,16,8,8,0.3978150345480468,0.4326749178987476,0.4227726036277425,0.4168968882119634,moderate,moderate,615,,0.4573765555245209,relative_scale,empirical_group_baseline,,yes,good,good,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1021/cm404115k
10.1016_j.jallcom.2021.159659__sample_45494,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1016/j.jallcom.2021.159659,,45494,Cu2.85Ag0.15Sb0.985Bi0.015Se4,unknown,p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.184615,0.6426655992487297,1.2024131639055509,0.3661753140518774,0.4321677257313547,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,9,5,2,2,0.3528559545346846,0.4192769468460649,0.5025426823298942,0.4652748891459448,moderate,moderate,36327,,0.1434497254090581,relative_scale,empirical_group_baseline,,yes,good,good,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1016/j.jallcom.2021.159659
10.1063_1.4869220__sample_16943,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1063/1.4869220,,16943,(SiC)1.7AgPb20SbTe20,unknown,n,"estimated from Seebeck sign: positive=0, negative=9, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=9, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,1.184304,0.3521891331146179,1.118533332210056,0.4973103048141578,0.4880622689092356,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,9,8,4,4,1.829814030572909,1.2719405388120897,0.8415587166948709,0.8399738841492268,poor,poor,6895,,0.056925588038239,relative_scale,empirical_group_baseline,,yes,poor,good,good,under_predicted,high_zt_false_negative,yes,yes,large PF error; observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1063/1.4869220
10.1021_jacs.1c01801__sample_44423,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1021/jacs.1c01801,,44423,Cu0.74Ag0.2In0.2Ga0.8Te2,unknown,p,"estimated from Seebeck sign: positive=23, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=23, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.182677,0.1675752882229709,0.1313775137647611,0.8940522399832073,0.5191341990567268,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,23,4,4,1,0.5191341990568903,0.4315446766560814,0.4315446766559834,0.63871857621203,moderate,moderate,37843,,0.5565516246223431,relative_scale,empirical_group_baseline,,yes,moderate,moderate,moderate,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1021/jacs.1c01801
10.1021_jacs.6b07010__sample_2896,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1021/jacs.6b07010,,2896,SnSe,unknown,p,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.181911,0.4995187910934242,1.1613901303726388,0.4431567553485889,0.3407109153471985,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,14,4,3,2,0.3383727870137094,0.724521349406731,0.8201248748937199,1.0108095855651127,poor,poor,18599,,0.0441256722472417,relative_scale,empirical_group_baseline,,yes,good,good,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1021/jacs.6b07010
10.1016_j.mssp.2016.07.024__sample_2801,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1016/j.mssp.2016.07.024,,2801,PbTe0.85Se0.15,unknown,p,"estimated from Seebeck sign: positive=13, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=13, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.181292,0.9117403122091376,1.0954544384999567,,0.1677058578012474,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,13,4,1,0,0.1685319426847426,0.1948258472734773,0.1835693643435819,,not_evaluated,excellent,14038,,0.9174034238409476,relative_scale,empirical_group_baseline,,yes,excellent,not_available,excellent,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; insufficient ZT evaluation rows; manual review required; sintering check required later,https://doi.org/10.1016/j.mssp.2016.07.024
10.1039_d0ta00245c__sample_34288,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1039/d0ta00245c,,34288,BaCu2.08Te2,unknown,p,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.181271,0.1959852890077481,0.2128099191876472,0.1003022981301035,0.0790594265724229,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,11,10,1,1,0.0833302758338995,0.101269504761246,0.0823597687743051,0.1056964588916622,excellent,excellent,27613,,0.3102397299297429,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1039/d0ta00245c
10.1039_d0tc02959a__sample_36440,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1039/d0tc02959a,,36440,SnSe0.95(NbCl5)0.02,unknown,n,"estimated from Seebeck sign: positive=0, negative=17, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=17, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,1.181122,0.3084843126833719,1.1684164470942229,1.5500860299407828,2.315576017464936,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,135,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,17,13,12,11,2.1995230839379394,1.3459887452953965,1.3180663047839023,1.1433555881852766,poor,poor,29207,,0.0145865752347139,relative_scale,empirical_group_baseline,,yes,poor,poor,poor,under_predicted,high_zt_false_negative,yes,yes,large PF error; large ZT error vs observed ZT; large ZT error vs calculated ZT; observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1039/d0tc02959a
10.1016_j.actamat.2011.04.023__sample_16445,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1016/j.actamat.2011.04.023,,16445,(Zn0.985Cd0.015)4Sb3,unknown,p,"estimated from Seebeck sign: positive=21, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=21, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.176577,0.8584958797276068,0.965068779452718,0.0449626921918424,0.0939021541454888,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,21,6,6,3,0.0939021541454969,0.1299424597117702,0.1299424597117478,0.0696954703208588,excellent,excellent,43,,0.8300667864856826,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1016/j.actamat.2011.04.023
10.1021_acsaem.7b00128__sample_45724,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1021/acsaem.7b00128,,45724,Mg2Si0.4Sn0.6,unknown,n,"estimated from Seebeck sign: positive=0, negative=18, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=18, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,1.176195,0.8614812683271419,0.8533475771635199,0.1448132828432569,0.0095315102325102,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,False,False,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,18,15,1,1,0.1110492426644222,0.1404790860102482,0.0094863719859557,0.135241551955945,excellent,excellent,38695,,1.8663197768573312,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1021/acsaem.7b00128
10.1002_aenm.201700099__sample_31729,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1002/aenm.201700099,,31729,Pb0.9875Sb0.0125Te0.92S0.08,unknown,n,"estimated from Seebeck sign: positive=0, negative=7, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=7, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,1.174833,0.1777273328558568,0.3009983982549443,0.4174178934492477,0.4095406025871186,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,7,2,1,1,0.2233236903851577,0.3735005815547081,0.5268544053821342,0.5402851480236326,moderate,moderate,18596,,1.3177718869787012,relative_scale,empirical_group_baseline,,yes,good,good,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1002/aenm.201700099
10.1063_1.3099804__sample_4966,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1063/1.3099804,,4966,In0.25Ce0.05Co4Sb12,unknown,n,"estimated from Seebeck sign: positive=0, negative=21, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=21, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,1.173516,0.842756384794138,0.9206832361512042,0.046435588658745,0.0520512486003417,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,21,6,3,3,0.0980578994882917,0.1126094453853173,0.0593471492309822,0.0512852741091598,excellent,excellent,6750,,1.8014238937565887,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1063/1.3099804
10.1021_jacs.0c05650__sample_38434,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1021/jacs.0c05650,,38434,NaSn4SbTe6,unknown,p,"estimated from Seebeck sign: positive=13, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=13, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.167332,0.8065568667717193,0.8191537477209633,0.0618458901486164,0.055451722462565,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,13,8,3,3,0.1271552368666209,0.1564844916757007,0.0653169608093364,0.0700005610302256,excellent,excellent,29626,,2.255475973047199,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1021/jacs.0c05650
10.1039_c9ta11180h__sample_35715,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1039/c9ta11180h,,35715,(Sn0.95Cd0.05Te)0.93(Cu2Te)0.07,unknown,p,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.16394,0.90333800013261,0.6205286219340129,0.154684343353145,0.1787129823018915,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,11,10,8,7,0.2580200130905726,0.2759814075630457,0.2087458387556393,0.1821706276864455,excellent,good,24797,,5.714407711661784,relative_scale,empirical_group_baseline,,yes,good,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1039/c9ta11180h
10.1126_sciadv.aar5606__sample_40290,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1126/sciadv.aar5606,,40290,(Bi0.5Sb1.5Te3)43.24(Te)56.76,unknown,p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.163265,0.9898542341866604,1.1424229105337176,0.1714532435899132,0.1019684302555694,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,8,6,3,3,0.0943249153403319,0.0999219682882397,0.1068046462053629,0.2067831062699563,good,excellent,31786,,0.6761469759408648,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1126/sciadv.aar5606
10.1021_jacs.7b05339__sample_44840,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1021/jacs.7b05339,,44840,Na0.005K0.005Sn0.99Se,unknown,p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.160232,0.7845928576946218,1.162812449926989,0.3908400104361881,0.3787158092559969,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,10,10,10,10,0.3787158092561682,0.4077784074325321,0.4077784074323806,0.4176817754818928,moderate,moderate,18623,,0.0657710676109671,relative_scale,empirical_group_baseline,,yes,good,good,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1021/jacs.7b05339
10.1016_j.physb.2019.411797__sample_35160,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1016/j.physb.2019.411797,,35160,Pb1.2Se,unknown,n,"estimated from Seebeck sign: positive=0, negative=14, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=14, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,1.159035,0.9395005988405044,0.4898598465955757,0.5706135212650918,0.5912581430794377,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,14,13,13,13,0.5912581430794543,0.637901110870362,0.6379011108703584,1.1911532112806889,poor,moderate,23876,,0.4088676043026791,relative_scale,empirical_group_baseline,,yes,moderate,moderate,moderate,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1016/j.physb.2019.411797
10.1039_c9ta11180h__sample_35725,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1039/c9ta11180h,,35725,(Sn0.95Cd0.05Te)0.93(Cu2Te)0.07,unknown,p,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.156863,0.9024455750754716,0.6346205544728003,0.1698102262520909,0.1679864454954496,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,11,10,8,8,0.2397299227910332,0.2596357650480387,0.198403081989986,0.205574413295865,good,excellent,24797,,5.795845818428498,relative_scale,empirical_group_baseline,,yes,good,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1039/c9ta11180h
10.1007_s10904-011-9583-6__sample_30338,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1007/s10904-011-9583-6,,30338,Yb0.2Co4Sb12,unknown,n,"estimated from Seebeck sign: positive=0, negative=11, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=11, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,1.155556,0.6622055398549078,0.7055959234050645,0.0489601339905039,0.0614946630371153,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,11,2,1,1,0.0620782452160112,0.0640919643838938,0.06346673627714,0.050199297221262,excellent,excellent,2683,,1.8573954685921128,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1007/s10904-011-9583-6
10.1016_j.jallcom.2017.01.340__sample_39761,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1016/j.jallcom.2017.01.340,,39761,(Bi0.5Sb1.5Te3)97(Ta2O5)3,unknown,p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.152642,0.8414292042021106,1.1653797449703795,0.0955064536124969,0.0926674077153793,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,90,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,8,8,4,4,0.091604533063504,0.1383543248297323,0.1673443077838491,0.1629126314915853,excellent,excellent,31871,,0.5117663950829751,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later,https://doi.org/10.1016/j.jallcom.2017.01.340
10.1039_c4ee01463d__sample_375,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,10.1039/c4ee01463d,,375,Sn0.98Bi0.02Hg0.04Te1.04,unknown,p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,1.152044,0.2452321065840023,0.2834281392706895,,0.1668948752559176,false_negative,high_zt_false_negative,yes,yes,yes,yes,unknown,,unknown,,False,unknown,True,True,unknown,no,no,high_zt_error;manual_review;sintering_check,1,100,A,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,12,12,4,0,0.1805752274171631,0.2026621056054817,0.1914485755065399,,not_evaluated,excellent,7975,,3.4539622001662504,relative_scale,empirical_group_baseline,,yes,excellent,not_available,excellent,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; insufficient ZT evaluation rows; manual review required; sintering check required later,https://doi.org/10.1039/c4ee01463d
