sample_key,step17_review_priority_score,step17_review_priority_tier,step17_review_reason,step17_check_additive,step17_check_structure,step17_check_np_type,step17_check_sintering,source_files_step16,classification_case_step15,thresholds_in_high_zt_error_file_step15,material_system,n_or_p,n_or_p_basis,n_or_p_step6,n_or_p_basis_step6,n_or_p_confidence_step6,composition,DOI,doi_url,paper_title,zt_obs_max_step14,zt_pred_max_step14,zt_calc_from_obs_max_step14,zt_pred_vs_obs_mape_step14,zt_pred_vs_calc_mape_step14,manual_review_priority_score_step15,manual_review_priority_tier_step15,zt_error_analysis_category_step15,nanocarbon_keyword_detected_step9,nanocarbon_type_auto_step9,rare_metal_flag_auto_step9,toxicity_flag_auto_step9,additive_auto_step9,additive_manual_step9,structure_auto_step9,structure_manual_step9,sintering_method,sintering_checked,record_checked,sintering_check_reason_step15,n_rows_step14,n_pf_eval_rows_step14,n_zt_calc_eval_rows_step14,n_zt_obs_eval_rows_step14,pf_mape_step14,pf_log_rmse_step14,zt_pred_vs_calc_log_rmse_step14,zt_pred_vs_obs_log_rmse_step14,zt_pred_vs_obs_quality_step14,zt_pred_vs_calc_quality_step14,SID,sample_id,year,tau_eff_step12,tau_eff_unit_step12,tau_eff_mode_step12,fitting_source_actual_step10,needs_sintering_check_later_step14,pf_error_level_sample_step15,zt_obs_error_level_sample_step15,zt_calc_error_level_sample_step15,zt_error_direction_sample_step15,zt_error_analysis_note_step15,needs_manual_review_step15,needs_sintering_check_later_step15,pf_zt_problem_reason_step15
10.1021_jacs.6b07010__sample_2887,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=13, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=13, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,SnSe,10.1021/jacs.6b07010,https://doi.org/10.1021/jacs.6b07010,,1.213513,0.6964442385174736,0.8263283683628586,0.8176258947863175,0.6559330288884687,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,13,6,3,2,0.665479037127244,0.6153195442161397,0.5585841564804822,0.6573545361515282,moderate,moderate,18599,2887,,0.0327403925354813,relative_scale,empirical_group_baseline,,yes,moderate,moderate,moderate,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1039_c4ee01463d__sample_407,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Sn0.98Bi0.02Hg0.03Te1.03,10.1039/c4ee01463d,https://doi.org/10.1039/c4ee01463d,,1.210341,0.1189285786531679,0.1541288796292329,0.1996903252879619,0.2283822542585244,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,14,13,1,1,0.20596697803191,0.2293264837172075,0.2592659995868838,0.2227565328254797,good,good,7975,407,,3.7659993458398144,relative_scale,empirical_group_baseline,,yes,good,excellent,good,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1021_jacs.1c01801__sample_44407,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=23, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=23, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Cu0.8Ag0.2In0.8Ga0.2Te2,10.1021/jacs.1c01801,https://doi.org/10.1021/jacs.1c01801,,1.208039,0.320479752497125,1.269387782306198,1.902380483690669,1.5746846213008885,135,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,23,21,18,12,1.440928348204045,1.1614446754256147,1.1857700101373216,1.120220359346545,poor,poor,37843,44407,,0.0873850350552221,relative_scale,empirical_group_baseline,,yes,poor,poor,poor,under_predicted,high_zt_false_negative,yes,yes,large PF error; large ZT error vs observed ZT; large ZT error vs calculated ZT; observed high ZT missed; manual review required; sintering check required later
10.1002_adfm.201502782__sample_26767,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,Ce0.25Co3.95Cr0.05Sb12,10.1002/adfm.201502782,https://doi.org/10.1002/adfm.201502782,,1.207511,0.3941056450569442,0.3898508000759873,,0.0109140342411188,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,12,4,1,0,0.0469343760223752,0.0586767506591648,0.0108549059988282,,not_evaluated,excellent,146,26767,,1.845604838969592,relative_scale,empirical_group_baseline,,yes,excellent,not_available,excellent,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; insufficient ZT evaluation rows; manual review required; sintering check required later
10.1021_acs.chemmater.6b02308__sample_9541,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,n,"estimated from Seebeck sign: positive=0, negative=21, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=21, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,Mg2.16(Si0.27Ge0.03Sn0.7)0.98Sb0.02,10.1021/acs.chemmater.6b02308,https://doi.org/10.1021/acs.chemmater.6b02308,,1.206697,0.8350695901623945,0.8845512079976819,0.0925904501502104,0.0851164327704296,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,22,6,2,1,0.1151148924167732,0.123270762723239,0.0949848435196354,0.0971613873974833,excellent,excellent,7401,9541,,2.1107598610629443,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1016_j.cej.2019.123917__sample_29429,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,AgCuTe,10.1016/j.cej.2019.123917,https://doi.org/10.1016/j.cej.2019.123917,,1.206015,0.0133637931396781,0.0216802141492191,0.5960490195731187,0.3835949660045428,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,9,8,1,1,0.3079082265615775,0.3534717125917242,0.4838510088020729,0.9064617439597704,poor,moderate,23628,29429,,0.8774461263641393,relative_scale,empirical_group_baseline,,yes,good,moderate,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1021_jacs.0c05650__sample_38439,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=12, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,NaSn5SbTe7,10.1021/jacs.0c05650,https://doi.org/10.1021/jacs.0c05650,,1.203191,0.8866406481896065,1.1883379489663306,0.1621614489127389,0.1746978669525357,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,12,7,3,2,0.1386277029662238,0.1676408191874803,0.2073429892949473,0.2204495680054457,good,good,29626,38439,,2.096454500574821,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1039_d0ee02323j__sample_37110,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=21, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=21, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Cu0.81Ag0.2In0.99Te2,10.1039/d0ee02323j,https://doi.org/10.1039/d0ee02323j,,1.201483,0.2219429779397898,0.922278977835782,1.627642406820062,1.1736802448128176,135,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,19,13,5,4,0.8762443077665265,1.0889655904809732,1.0135720575621925,1.211645788921203,poor,poor,29287,37110,,0.0689153408579838,relative_scale,empirical_group_baseline,,yes,moderate,poor,poor,under_predicted,high_zt_false_negative,yes,yes,large ZT error vs observed ZT; large ZT error vs calculated ZT; observed high ZT missed; manual review required; sintering check required later
10.1016_j.physb.2019.411797__sample_35159,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,n,"estimated from Seebeck sign: positive=0, negative=14, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=14, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,Pb1.15Se,10.1016/j.physb.2019.411797,https://doi.org/10.1016/j.physb.2019.411797,,1.193416,0.9674723256073108,0.4941174399521246,0.5237254558460114,0.5803462706187622,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,14,14,14,13,0.5803462706187938,0.6127796612785498,0.6127796612785382,1.0856064384933857,poor,moderate,23876,35159,,0.3737300480376146,relative_scale,empirical_group_baseline,,yes,moderate,moderate,moderate,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1016_j.jallcom.2010.10.131__sample_20835,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=8, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Na0.01Ag0.99SbTe2,10.1016/j.jallcom.2010.10.131,https://doi.org/10.1016/j.jallcom.2010.10.131,,1.192728,0.92335546659787,1.0791569632009368,0.178687663356113,0.144373341335756,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,8,2,1,1,0.1757601925778475,0.197724477385893,0.1559211444001848,0.1968518074747165,excellent,excellent,1676,20835,,0.3533099632463508,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1063_1.4936829__sample_4935,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,n,"estimated from Seebeck sign: positive=0, negative=11, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=11, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,Yb0.26Co4Sb12,10.1063/1.4936829,https://doi.org/10.1063/1.4936829,,1.190822,0.8344383715902108,0.8818979144909788,0.0579823668931128,0.0538152343042573,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,11,4,1,1,0.0417528745187143,0.0502240646274483,0.0553174164264957,0.0597312857838483,excellent,excellent,6207,4935,,3.3434512445147027,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1002_adfm.201502782__sample_26766,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=12, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,Ce0.25Co3.975Cr0.025Sb12,10.1002/adfm.201502782,https://doi.org/10.1002/adfm.201502782,,1.189896,0.7042077156842516,0.715666454475293,,0.0160112839149945,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,12,1,1,0,0.0160112839149707,0.016140849388897,0.0161408493889218,,not_evaluated,excellent,146,26766,,1.8787054270679684,relative_scale,empirical_group_baseline,,yes,excellent,not_available,excellent,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; insufficient ZT evaluation rows; manual review required; sintering check required later
10.1002_advs.201600035__sample_31641,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Fe1.03Nb0.75Ti0.25Sb,10.1002/advs.201600035,https://doi.org/10.1002/advs.201600035,,1.188465,0.1354523089104669,0.2250152977745028,0.3767014613767785,0.3980306661362671,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,10,4,1,1,0.3407067449247803,0.4253625659052122,0.5075487753965164,0.4727296797501843,moderate,moderate,27925,31641,,4.80064973405687,relative_scale,empirical_group_baseline,,yes,good,good,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1021_acsami.0c00873__sample_34365,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,SnSeC0.05,10.1021/acsami.0c00873,https://doi.org/10.1021/acsami.0c00873,,1.188304,0.204963035695709,1.2115060557509842,0.7573699178450466,0.7650740381984216,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,11,10,3,2,1.1397198357793594,1.199860906587406,1.7348666051753694,1.789490870591354,poor,poor,28078,34365,,0.0130531390254565,relative_scale,empirical_group_baseline,,yes,poor,moderate,moderate,under_predicted,high_zt_false_negative,yes,yes,large PF error; observed high ZT missed; manual review required; sintering check required later
10.1063_1.3427427__sample_42740,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=7, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=7, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Bi0.4Sb1.6Te3,10.1063/1.3427427,https://doi.org/10.1063/1.3427427,,1.18789,0.9467326945433272,0.8160536763636447,0.1530436885105632,0.1601353219337131,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,7,5,1,1,0.1465832117658472,0.1553079413540619,0.1485366551538012,0.142405131731744,excellent,excellent,34287,42740,,1.489283021323233,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1021_cm404115k__sample_15889,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=16, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=16, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Ga7Sb2Te8Se2,10.1021/cm404115k,https://doi.org/10.1021/cm404115k,,1.187005,0.6314135596724081,1.1065531069868264,0.3984064075617513,0.4174294423182522,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,16,16,8,8,0.3978150345480468,0.4326749178987476,0.4227726036277425,0.4168968882119634,moderate,moderate,615,15889,,0.4573765555245209,relative_scale,empirical_group_baseline,,yes,good,good,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1016_j.jallcom.2021.159659__sample_45494,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Cu2.85Ag0.15Sb0.985Bi0.015Se4,10.1016/j.jallcom.2021.159659,https://doi.org/10.1016/j.jallcom.2021.159659,,1.184615,0.6426655992487297,1.2024131639055509,0.3661753140518774,0.4321677257313547,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,9,5,2,2,0.3528559545346846,0.4192769468460649,0.5025426823298942,0.4652748891459448,moderate,moderate,36327,45494,,0.1434497254090581,relative_scale,empirical_group_baseline,,yes,good,good,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1063_1.4869220__sample_16943,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,n,"estimated from Seebeck sign: positive=0, negative=9, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=9, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,(SiC)1.7AgPb20SbTe20,10.1063/1.4869220,https://doi.org/10.1063/1.4869220,,1.184304,0.3521891331146179,1.118533332210056,0.4973103048141578,0.4880622689092356,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,9,8,4,4,1.829814030572909,1.2719405388120897,0.8415587166948709,0.8399738841492268,poor,poor,6895,16943,,0.056925588038239,relative_scale,empirical_group_baseline,,yes,poor,good,good,under_predicted,high_zt_false_negative,yes,yes,large PF error; observed high ZT missed; manual review required; sintering check required later
10.1021_jacs.1c01801__sample_44423,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=23, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=23, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,Cu0.74Ag0.2In0.2Ga0.8Te2,10.1021/jacs.1c01801,https://doi.org/10.1021/jacs.1c01801,,1.182677,0.1675752882229709,0.1313775137647611,0.8940522399832073,0.5191341990567268,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,23,4,4,1,0.5191341990568903,0.4315446766560814,0.4315446766559834,0.63871857621203,moderate,moderate,37843,44423,,0.5565516246223431,relative_scale,empirical_group_baseline,,yes,moderate,moderate,moderate,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1021_jacs.6b07010__sample_2896,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=14, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,SnSe,10.1021/jacs.6b07010,https://doi.org/10.1021/jacs.6b07010,,1.181911,0.4995187910934242,1.1613901303726388,0.4431567553485889,0.3407109153471985,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,14,4,3,2,0.3383727870137094,0.724521349406731,0.8201248748937199,1.0108095855651127,poor,poor,18599,2896,,0.0441256722472417,relative_scale,empirical_group_baseline,,yes,good,good,good,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1016_j.mssp.2016.07.024__sample_2801,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=13, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=13, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,PbTe0.85Se0.15,10.1016/j.mssp.2016.07.024,https://doi.org/10.1016/j.mssp.2016.07.024,,1.181292,0.9117403122091376,1.0954544384999567,,0.1677058578012474,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,13,4,1,0,0.1685319426847426,0.1948258472734773,0.1835693643435819,,not_evaluated,excellent,14038,2801,,0.9174034238409476,relative_scale,empirical_group_baseline,,yes,excellent,not_available,excellent,under_predicted,high_zt_false_negative,yes,yes,observed high ZT missed; insufficient ZT evaluation rows; manual review required; sintering check required later
10.1039_d0ta00245c__sample_34288,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,BaCu2.08Te2,10.1039/d0ta00245c,https://doi.org/10.1039/d0ta00245c,,1.181271,0.1959852890077481,0.2128099191876472,0.1003022981301035,0.0790594265724229,100,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,11,10,1,1,0.0833302758338995,0.101269504761246,0.0823597687743051,0.1056964588916622,excellent,excellent,27613,34288,,0.3102397299297429,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1039_d0tc02959a__sample_36440,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,n,"estimated from Seebeck sign: positive=0, negative=17, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=17, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,SnSe0.95(NbCl5)0.02,10.1039/d0tc02959a,https://doi.org/10.1039/d0tc02959a,,1.181122,0.3084843126833719,1.1684164470942229,1.5500860299407828,2.315576017464936,135,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,17,13,12,11,2.1995230839379394,1.3459887452953965,1.3180663047839023,1.1433555881852766,poor,poor,29207,36440,,0.0145865752347139,relative_scale,empirical_group_baseline,,yes,poor,poor,poor,under_predicted,high_zt_false_negative,yes,yes,large PF error; large ZT error vs observed ZT; large ZT error vs calculated ZT; observed high ZT missed; manual review required; sintering check required later
10.1016_j.actamat.2011.04.023__sample_16445,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,p,"estimated from Seebeck sign: positive=21, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=21, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,(Zn0.985Cd0.015)4Sb3,10.1016/j.actamat.2011.04.023,https://doi.org/10.1016/j.actamat.2011.04.023,,1.176577,0.8584958797276068,0.965068779452718,0.0449626921918424,0.0939021541454888,90,A,high_zt_false_negative,False,unknown,True,True,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,21,6,6,3,0.0939021541454969,0.1299424597117702,0.1299424597117478,0.0696954703208588,excellent,excellent,43,16445,,0.8300667864856826,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
10.1021_acsaem.7b00128__sample_45724,2650,A,ZT>=1 false negative; observed ZT>=1; large ZT prediction error; manual review candidate; sintering check candidate,yes,yes,yes,yes,high_zt_error;manual_review;sintering_check,false_negative,1,unknown,n,"estimated from Seebeck sign: positive=0, negative=18, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=18, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,Mg2Si0.4Sn0.6,10.1021/acsaem.7b00128,https://doi.org/10.1021/acsaem.7b00128,,1.176195,0.8614812683271419,0.8533475771635199,0.1448132828432569,0.0095315102325102,90,A,high_zt_false_negative,False,unknown,False,False,unknown,,unknown,,unknown,no,no,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,18,15,1,1,0.1110492426644222,0.1404790860102482,0.0094863719859557,0.135241551955945,excellent,excellent,38695,45724,,1.8663197768573312,relative_scale,empirical_group_baseline,,yes,excellent,excellent,excellent,near,high_zt_false_negative,yes,yes,observed high ZT missed; manual review required; sintering check required later
